,moderate_fog,MF_VAE
19,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1673E672_20200416_OH01_DG06_2_4_torchvision.jpg,0.061004494
20,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1673E672_20200416_OH01_DG06_2_8_torchvision.jpg,0.027432507
21,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674E732_20200403_OH01_DG06_2_19_torchvision.jpg,0.058042118
22,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_13_torchvision.jpg,0.020190559
23,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_14_torchvision.jpg,0.051339607
24,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_16_torchvision.jpg,0.082580618
25,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_17_torchvision.jpg,0.111649128
26,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z011_20200416_OH01_DG06_2_19_torchvision.jpg,0.066698144
27,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z413_20200416_OH01_DG06_2_7_torchvision.jpg,0.095647907
28,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z413_20200416_OH01_DG06_2_8_torchvision.jpg,0.054991313
29,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z812_20200416_OH01_DG06_2_21_torchvision.jpg,0.143173619
30,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1674Z812_20200416_OH01_DG06_2_25_torchvision.jpg,0.001835544
31,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1675S482_20200409_OH01_DG06_2_13_torchvision.jpg,0.037275623
32,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1676Z713_20200403_OH01_DG06_2_18_torchvision.jpg,0.113384685
33,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1676Z713_20200403_OH01_DG06_2_21_torchvision.jpg,0.065821569
34,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1678F614_20200514_OH01_DG06_2_13_torchvision.jpg,0.030953229
35,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1678F614_20200514_OH01_DG06_2_27_torchvision.jpg,0.06030375
36,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1678F614_20200514_OH01_DG06_2_28_torchvision.jpg,0.039430006
37,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1678H971_20200514_OH01_DG06_2_17_torchvision.jpg,0.044738601
38,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1678H971_20200514_OH01_DG06_2_32_torchvision.jpg,0.036589337
39,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1678H971_20200514_OH01_DG06_2_33_torchvision.jpg,0.05099236
40,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1679R341_20200409_OH01_DG06_2_11_torchvision.jpg,0.053308704
41,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1679R341_20200409_OH01_DG06_2_12_torchvision.jpg,0.046896805
42,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1679R341_20200409_OH01_DG06_2_13_torchvision.jpg,0.111169913
43,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1679R341_20200409_OH01_DG06_2_29_torchvision.jpg,0.049031436
44,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1679R341_20200409_OH01_DG06_2_30_torchvision.jpg,0.032554126
45,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1773A891_20200416_OH01_DG06_2_21_torchvision.jpg,0.106485082
46,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1773A891_20200416_OH01_DG06_2_25_torchvision.jpg,0.048581922
47,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775A532_20200403_OH01_DG06_2_19_torchvision.jpg,0.03084223
48,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775D301_20200403_OH01_DG06_2_15_torchvision.jpg,0.066302011
49,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775D301_20200403_OH01_DG06_2_20_torchvision.jpg,0.075316235
50,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775D631_20200403_OH01_DG06_2_15_torchvision.jpg,0.066988192
51,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775D631_20200403_OH01_DG06_2_16_torchvision.jpg,0.072346025
52,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775D821_20200403_OH01_DG06_2_12_torchvision.jpg,0.037589297
53,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775D821_20200403_OH01_DG06_2_17_torchvision.jpg,0.064735646
54,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1775E951_20200403_OH01_DG06_2_19_torchvision.jpg,0.034133028
55,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1776R262_20200413_OH01_DG06_2_6_torchvision.jpg,0.054450598
56,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778D521_20200514_OH01_DG06_2_15_torchvision.jpg,0.036047362
57,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778D551_20200514_OH01_DG06_2_5_torchvision.jpg,0.043812921
58,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778P951_20200514_OH01_DG06_2_12_torchvision.jpg,0.019809218
59,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778P951_20200514_OH01_DG06_2_13_torchvision.jpg,0.024142183
60,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778P951_20200514_OH01_DG06_2_14_torchvision.jpg,0.014370955
61,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778P951_20200514_OH01_DG06_2_27_torchvision.jpg,0.04755314
62,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778P951_20200514_OH01_DG06_2_28_torchvision.jpg,0.057740172
63,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778S292_20200514_OH01_DG06_2_7_torchvision.jpg,0.053262805
64,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778S292_20200514_OH01_DG06_2_8_torchvision.jpg,0.04034422
65,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1970Y932_20200429_OH01_DG06_2_11_torchvision.jpg,0.036285337
66,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1970Y932_20200429_OH01_DG06_2_12_torchvision.jpg,0.051944527
67,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1970Y932_20200429_OH01_DG06_2_13_torchvision.jpg,0.012191359
68,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1970Y932_20200429_OH01_DG06_2_3_torchvision.jpg,0.018264962
69,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1970Y932_20200429_OH01_DG06_2_6_torchvision.jpg,0.061497708
70,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974E431_20200402_OH01_DG06_2_17_torchvision.jpg,0.058153603
71,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974E431_20200402_OH01_DG06_2_20_torchvision.jpg,0.054555467
72,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974E431_20200402_OH01_DG06_2_21_torchvision.jpg,0.039899461
73,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974H803_20200513_OH01_DG06_2_1_torchvision.jpg,0.046957688
74,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X181_20200513_OH01_DG06_2_1_torchvision.jpg,0.100235965
75,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X552_20200513_OH01_DG06_2_1_torchvision.jpg,0.079175612
76,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X582_20200513_OH01_DG06_2_14_torchvision.jpg,0.024387602
77,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X582_20200513_OH01_DG06_2_16_torchvision.jpg,0.101369654
78,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X582_20200513_OH01_DG06_2_30_torchvision.jpg,0.03304637
79,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X582_20200513_OH01_DG06_2_31_torchvision.jpg,0.026450729
80,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_10_torchvision.jpg,0.067516403
81,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_20_torchvision.jpg,0.094238703
82,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_21_torchvision.jpg,0.129087262
83,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_25_torchvision.jpg,0.109648439
84,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_3_torchvision.jpg,0.031009958
85,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_4_torchvision.jpg,0.0772976
86,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X882_20200513_OH01_DG06_2_9_torchvision.jpg,0.058391157
87,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X911_20200513_OH01_DG06_2_14_torchvision.jpg,0.058079183
88,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X911_20200513_OH01_DG06_2_15_torchvision.jpg,0.072132871
89,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X911_20200513_OH01_DG06_2_16_torchvision.jpg,0.061912318
90,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X911_20200513_OH01_DG06_2_6_torchvision.jpg,0.028818689
91,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X911_20200513_OH01_DG06_2_7_torchvision.jpg,0.05536755
92,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X941_20200513_OH01_DG06_2_3_torchvision.jpg,0.038100527
93,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X941_20200513_OH01_DG06_2_4_torchvision.jpg,0.053572377
94,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X941_20200513_OH01_DG06_2_5_torchvision.jpg,0.064028681
95,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X943_20200513_OH01_DG06_2_3_torchvision.jpg,0.028202842
96,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X943_20200513_OH01_DG06_2_4_torchvision.jpg,0.041806003
97,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X954_20200513_OH01_DG06_2_1_torchvision.jpg,0.031947816
98,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X955_20200513_OH01_DG06_2_11_torchvision.jpg,0.066045802
99,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X955_20200513_OH01_DG06_2_12_torchvision.jpg,0.060706347
100,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X955_20200513_OH01_DG06_2_13_torchvision.jpg,0.181886483
101,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X955_20200513_OH01_DG06_2_15_torchvision.jpg,0.033540415
102,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X955_20200513_OH01_DG06_2_18_torchvision.jpg,0.070694291
103,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974X955_20200513_OH01_DG06_2_19_torchvision.jpg,0.039094605
104,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974Z931_20200513_OH01_DG06_2_10_torchvision.jpg,0.041149287
105,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974Z931_20200513_OH01_DG06_2_11_torchvision.jpg,0.065172031
106,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1974Z931_20200513_OH01_DG06_2_9_torchvision.jpg,0.057163784
107,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2073A262_20200511_OH01_DG06_2_3_torchvision.jpg,0.044912331
108,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2073A262_20200511_OH01_DG06_2_4_torchvision.jpg,0.054025792
109,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2073A262_20200511_OH01_DG06_2_5_torchvision.jpg,0.038301457
110,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074A464_20200512_OH01_DG06_2_16_torchvision.jpg,0.056369281
111,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074A464_20200512_OH01_DG06_2_22_torchvision.jpg,0.048153402
112,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074A921_20200512_OH01_DG06_2_25_torchvision.jpg,0.050204497
113,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D021_20200512_OH01_DG06_2_1_torchvision.jpg,0.029226125
114,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_10_torchvision.jpg,0.050232677
115,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_11_torchvision.jpg,0.050921043
116,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_13_torchvision.jpg,0.063729505
117,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_14_torchvision.jpg,0.016419162
118,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_3_torchvision.jpg,0.073477873
119,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_4_torchvision.jpg,0.070659083
120,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_5_torchvision.jpg,0.059205439
121,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_8_torchvision.jpg,0.088800424
122,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D022_20200512_OH01_DG06_2_9_torchvision.jpg,0.039980443
123,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D093_20200512_OH01_DG06_2_12_torchvision.jpg,0.03522197
124,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D093_20200512_OH01_DG06_2_13_torchvision.jpg,0.070114394
125,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D093_20200512_OH01_DG06_2_14_torchvision.jpg,0.056291337
126,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D093_20200512_OH01_DG06_2_3_torchvision.jpg,0.023975341
127,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D093_20200512_OH01_DG06_2_4_torchvision.jpg,0.062886901
128,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D131_20200512_OH01_DG06_2_3_torchvision.jpg,0.026825422
129,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D131_20200512_OH01_DG06_2_8_torchvision.jpg,0.053763506
130,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D721_20200512_OH01_DG06_2_17_torchvision.jpg,0.040497055
131,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D721_20200512_OH01_DG06_2_18_torchvision.jpg,0.065889034
132,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D721_20200512_OH01_DG06_2_19_torchvision.jpg,0.044070165
133,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D721_20200512_OH01_DG06_2_4_torchvision.jpg,0.05232267
134,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074D721_20200512_OH01_DG06_2_5_torchvision.jpg,0.061198827
135,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P282_20200512_OH01_DG06_2_25_torchvision.jpg,0.031782507
136,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P282_20200512_OH01_DG06_2_26_torchvision.jpg,0.123723853
137,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P282_20200512_OH01_DG06_2_30_torchvision.jpg,0.030088219
138,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P282_20200512_OH01_DG06_2_31_torchvision.jpg,0.029113591
139,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P332_20200512_OH01_DG06_2_19_torchvision.jpg,0.04156186
140,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P332_20200512_OH01_DG06_2_21_torchvision.jpg,0.056709908
141,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P351_20200512_OH01_DG06_2_5_torchvision.jpg,0.060008901
142,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_17_torchvision.jpg,0.044549294
143,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_19_torchvision.jpg,0.03535953
144,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_20_torchvision.jpg,0.084965197
145,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_21_torchvision.jpg,0.052993145
146,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_4_torchvision.jpg,0.03393798
147,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_40_torchvision.jpg,0.067676886
148,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_41_torchvision.jpg,0.034488716
149,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_42_torchvision.jpg,0.044906309
150,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_5_torchvision.jpg,0.046924833
151,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P352_20200512_OH01_DG06_2_8_torchvision.jpg,0.069839222
152,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P713_20200513_OH01_DG06_2_31_torchvision.jpg,0.06297076
153,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P713_20200513_OH01_DG06_2_32_torchvision.jpg,0.217276999
154,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P713_20200513_OH01_DG06_2_33_torchvision.jpg,0.103842271
155,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P713_20200513_OH01_DG06_2_4_torchvision.jpg,0.045876595
156,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P713_20200513_OH01_DG06_2_5_torchvision.jpg,0.045598047
157,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_11_torchvision.jpg,0.033423231
158,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_12_torchvision.jpg,0.046715176
159,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_14_torchvision.jpg,0.019334515
160,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_15_torchvision.jpg,0.037985159
161,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_16_torchvision.jpg,0.056363667
162,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_3_torchvision.jpg,0.047687893
163,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_4_torchvision.jpg,0.089997791
164,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_8_torchvision.jpg,0.048294113
165,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P871_20200512_OH01_DG06_2_9_torchvision.jpg,0.044689976
166,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2074P891_20200512_OH01_DG06_2_6_torchvision.jpg,0.101924791
167,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\2075W372_20200506_OH01_DG06_2_4_torchvision.jpg,0.033970988
