,original,gen,transformation,org label,trns label,label,original_name,transformed_name,VIF,MSE,PSNR,Hist_cor,Hist_int,TSI,SSIM,CS,CPL,WD,KL,VAE,machine_labels,SSS1
10,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4514.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4514.png,frost,not car,not car,1,batch_1_4514.png,batch_1_4514.png,0.399957244,98.37369792,10.59580388,0.214645907,291,0.475611546,0.301822601,0.5089524,54.953926,60.86230469,10.0,0.002101958,1.0,0.1238775
11,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated2_batch_1_3357.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated2_batch_1_3357.png,jpeg_compression,not car,car,0,_rotated2_batch_1_3357.png,_rotated2_batch_1_3357.png,0.26320004,24.91992188,20.22571168,0.397960309,650,0.041695205,0.90018177,0.7004621,127.42268,2.434570313,0.0,0.017494159,0.0,0.017548934
12,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_8310.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_8310.png,contrast,car,car,1,batch_1_8310.png,batch_1_8310.png,0.296156943,46.29134115,12.59635492,0.349989084,552,0.292459638,0.83815493,0.57527333,186.28014,23.23925781,10.0,0.010355932,1.0,0.06774973
13,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated1_batch_4_1296.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated1_batch_4_1296.png,frost,car,not car,0,_rotated1_batch_4_1296.png,_rotated1_batch_4_1296.png,0.143094747,39.45800781,11.3695818,0.482418537,328,0.512787427,0.396734627,0.4119807,461.07047,48.31445313,10.0,0.011525427,0.0,0.13967857
14,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6243.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6243.png,jpeg_compression,not car,not car,1,batch_3_6243.png,batch_3_6243.png,0.25353297,47.72428385,16.43455668,0.741066554,786,0.273416096,0.774866729,0.43976948,112.35868,7.661132813,0.0,0.017260134,1.0,0.10379742
15,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_538.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_538.png,jpeg_compression,not car,not car,1,batch_1_538.png,batch_1_538.png,0.612805476,20.10839844,29.33276146,0.899915718,787,0.076168053,0.983316662,0.93065274,11.3590355,1.491210938,0.0,0.020440519,1.0,0.021056449
16,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2666.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2666.png,contrast,not car,not car,1,batch_1_2666.png,batch_1_2666.png,0.047263444,53.98958333,17.40602126,0.073004956,55,0.359271037,0.02172051,0.06749846,115.55643,20.11621094,0.0,0.002585333,1.0,0.2624822
17,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_5719.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_5719.png,brightness,not car,not car,1,batch_1_5719.png,batch_1_5719.png,0.392732724,30.95638021,9.490570936,-0.064462811,111,0.041077544,0.88277086,0.22553475,270.27655,38.64941406,0.0,0.014477025,1.0,0.07312082
18,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_5144.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_5144.png,frost,not car,not car,1,batch_2_5144.png,batch_2_5144.png,0.108974928,4.166666667,7.883491256,0.111141716,334,0.526272016,0.270639044,0.03718132,263.11218,82.28027344,0.059344538,0.005380267,1.0,0.08210777
19,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_3362.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_3362.png,frost,not car,not car,1,batch_1_3362.png,batch_1_3362.png,0.177319786,1.040364583,6.942270416,-0.186813757,158,0.46709271,0.620478409,0.28158993,310.6109,105.4931641,0.41527873,0.012292886,1.0,0.15364465
20,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_170.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_170.png,jpeg_compression,not car,not car,1,batch_1_170.png,batch_1_170.png,0.703192439,8.257161458,35.66654556,0.755267154,808,0.026932485,0.991950173,0.9845417,5.789811,0.682617188,0.0,0.0104528,1.0,0.012478914
21,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_6098.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_6098.png,jpeg_compression,not car,not car,1,batch_4_6098.png,batch_4_6098.png,0.671427007,25.86035156,27.59398066,0.657433154,729,0.008011252,0.994946301,0.9225013,29.375263,1.729492188,0.0,0.019331551,1.0,0.01269615
22,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7482.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7482.png,jpeg_compression,not car,not car,1,batch_5_7482.png,batch_5_7482.png,0.336334987,47.64550781,20.66397521,0.778481508,771,0.080889188,0.887222197,0.5374476,68.86754,4.864257813,0.0,0.010894698,1.0,0.04353709
23,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_867.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_867.png,jpeg_compression,not car,not car,1,batch_5_867.png,batch_5_867.png,0.508508272,31.5625,19.76695455,0.850187643,744,0.048746331,0.975312408,0.6956421,89.38085,4.47265625,0.00069962,0.022062615,1.0,0.012352829
24,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_5736.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_5736.png,brightness,not car,not car,1,batch_2_5736.png,batch_2_5736.png,0.109919761,0.0,4.688636093,-0.330926858,6,0.278620352,0.314912932,0.17992672,223.8364,146.4951172,0.147014743,0.011742495,1.0,0.07113057
25,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6933.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6933.png,frost,not car,not car,1,batch_2_6933.png,batch_2_6933.png,0.523633346,52.55273438,17.06482698,0.334544863,603,0.097339775,0.985488662,0.37793735,73.78349,10.8359375,10.0,0.014938791,1.0,0.032545432
26,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_20.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_20.png,brightness,not car,not car,1,batch_2_20.png,batch_2_20.png,0.173925142,2.958007813,7.734578617,-0.201592264,40,0.084796967,0.563991569,0.41850984,94.26544,101.5263672,0.196880146,0.02015114,1.0,0.04773239
27,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated1_batch_3_9146.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated1_batch_3_9146.png,brightness,car,not car,0,_rotated1_batch_3_9146.png,_rotated1_batch_3_9146.png,0.068063242,9.805989583,7.014348676,0.4498861,279,0.452348337,0.281794255,0.37338954,580.9923,90.55957031,0.050744726,0.036024504,0.0,0.09923943
28,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9013.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9013.png,brightness,not car,not car,1,batch_5_9013.png,batch_5_9013.png,0.23018435,2.640625,9.843290227,-0.216943446,137,0.059864237,0.846883401,0.3974534,176.53888,67.11230469,0.018728985,0.014684798,1.0,0.16039951
29,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_8648.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_8648.png,brightness,not car,not car,1,batch_4_8648.png,batch_4_8648.png,0.303470351,0.661458333,7.685545593,-0.338124974,273,0.121208415,0.605859717,0.24568349,215.74469,100.703125,0.011787956,0.022672666,1.0,0.05490675
30,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_3301.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_3301.png,jpeg_compression,not car,not car,1,batch_4_3301.png,batch_4_3301.png,0.359997237,41.68359375,15.86308243,0.598128713,696,0.049076566,0.93312521,0.67197555,187.89722,7.153320313,0.001210309,0.027139827,1.0,0.11283118
31,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_2743.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_2743.png,frost,not car,not car,1,batch_3_2743.png,batch_3_2743.png,0.318122945,5.196614583,15.35159196,0.349658256,476,0.275171233,0.840544214,0.7351996,51.173126,28.04980469,0.0,0.006168611,1.0,0.008665594
32,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated2_batch_1_5573.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated2_batch_1_5573.png,brightness,car,not car,0,_rotated2_batch_1_5573.png,_rotated2_batch_1_5573.png,0.464912847,2.535807292,16.61919576,-0.007622214,357,0.084099804,0.955985726,0.79213893,33.80957,34.69921875,0.0,0.016708107,0.0,0.023960577
33,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9872.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9872.png,brightness,not car,not car,1,batch_2_9872.png,batch_2_9872.png,0.181520623,18.53059896,7.583582991,-0.132538901,321,0.427067025,0.509690208,0.040367573,459.43622,90.7734375,0.003913899,0.019326652,1.0,0.03169707
34,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated2_batch_1_8228.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated2_batch_1_8228.png,frost,car,not car,0,_rotated2_batch_1_8228.png,_rotated2_batch_1_8228.png,0.141612418,93.69010417,9.603850072,0.328876877,165,0.837824119,0.023930844,0.09601802,193.64484,64.91015625,0.0,0.005284748,0.0,0.0744489
35,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_5135.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_5135.png,contrast,car,car,1,batch_3_5135.png,batch_3_5135.png,0.364437096,36.27669271,13.85760327,0.688566677,763,0.056237769,0.952890566,0.6499717,152.00333,6.334960938,0.0,0.035734024,1.0,0.03880969
36,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_8027.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_8027.png,frost,not car,not car,1,batch_2_8027.png,batch_2_8027.png,0.280891462,24.60742188,17.46085709,0.476799655,490,0.395113748,0.735896961,0.31515634,153.14348,22.96484375,0.0,0.003042149,1.0,0.0568541
37,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_7885.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_7885.png,frost,car,car,1,batch_2_7885.png,batch_2_7885.png,0.165842995,97.15755208,6.961292449,-0.140628941,120,0.972217466,0.207648079,0.17791729,280.51923,90.7578125,10.0,0.002477549,1.0,0.05105765
38,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_9548.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_9548.png,frost,car,not car,0,batch_4_9548.png,batch_4_9548.png,0.278466819,0.0,5.161182911,-0.091853094,100,0.198685176,0.366452863,0.21586981,162.70174,136.15625,0.81557968,0.010309222,0.0,0.12086819
39,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_7634.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_7634.png,contrast,car,car,1,batch_4_7634.png,batch_4_7634.png,0.512775403,21.3577474,23.02223049,0.201640334,660,0.016450587,0.995732923,0.74487936,105.029465,2.06640625,3.45e-06,0.051511592,1.0,0.038208995
40,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4215.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4215.png,jpeg_compression,car,car,1,batch_1_4215.png,batch_1_4215.png,0.371429134,34.74707031,25.2872748,0.761492321,773,0.081482387,0.952925318,0.85995555,21.999159,1.634765625,0.000253599,0.014521808,1.0,0.026768113
41,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_2178.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_2178.png,jpeg_compression,not car,not car,1,batch_4_2178.png,batch_4_2178.png,0.256373675,44.45084635,18.24761832,0.544136618,624,0.015710616,0.85340028,0.8114254,48.343536,5.75,0.00097704,0.019328209,1.0,0.0314817
42,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8140.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8140.png,jpeg_compression,car,car,1,batch_5_8140.png,batch_5_8140.png,0.426250554,36.99544271,20.61622824,0.675798361,757,0.034534002,0.967078547,0.90778947,14.547535,3.5546875,0.0,0.011241552,1.0,0.029027574
43,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated2_batch_3_516.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated2_batch_3_516.png,brightness,car,not car,0,_rotated2_batch_3_516.png,_rotated2_batch_3_516.png,0.057672037,2.908528646,5.857479451,-0.003757638,141,0.228363503,0.268096079,0.46718192,210.35933,120.1796875,0.348062583,0.031566729,0.0,0.084461
44,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_6525.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_6525.png,jpeg_compression,not car,not car,1,batch_4_6525.png,batch_4_6525.png,0.097817296,52.70019531,11.65794037,0.539087422,601,0.063931018,0.570561732,0.49116594,190.29964,8.254882813,0.0,0.034071092,1.0,0.06932609
45,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_855.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_855.png,frost,not car,not car,1,batch_4_855.png,batch_4_855.png,0.0817199,53.51106771,14.20882388,0.064764921,241,0.415655577,0.15046688,0.05112127,193.91379,30.93847656,0.0,0.001399475,1.0,0.091991715
46,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_7183.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_7183.png,jpeg_compression,not car,not car,1,batch_1_7183.png,batch_1_7183.png,0.352927357,40.46484375,14.87276771,0.671123645,722,0.064677104,0.956255969,0.27157784,130.56133,8.990234375,0.000377718,0.023556473,1.0,0.018658351
47,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_4649.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_4649.png,contrast,not car,not car,1,batch_2_4649.png,batch_2_4649.png,0.377640562,40.96126302,17.06423861,0.819767825,619,0.32972725,0.666889381,0.60442,108.46199,17.20019531,10.0,0.00357792,1.0,0.33331317
48,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2879.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2879.png,jpeg_compression,car,car,1,batch_5_2879.png,batch_5_2879.png,0.294239383,37.59375,22.2065275,0.72968572,755,0.050183464,0.947893031,0.8864289,64.69402,1.932617188,0.002447993,0.023461528,1.0,0.04435836
49,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_8111.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_8111.png,contrast,not car,not car,1,batch_3_8111.png,batch_3_8111.png,0.556067228,38.22102865,22.46910733,0.403485109,615,0.266004159,0.932711295,0.9148866,30.272543,12.59960938,10.0,0.008303943,1.0,0.015186715
50,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8252.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8252.png,contrast,not car,not car,1,batch_5_8252.png,batch_5_8252.png,0.787091725,44.01953125,21.81196184,0.202428831,341,0.099021526,0.857172465,0.951545,13.394746,16.22460938,10.0,0.004435115,1.0,0.001898844
51,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5754.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5754.png,jpeg_compression,not car,not car,1,batch_5_5754.png,batch_5_5754.png,0.688882345,12.16699219,31.37975997,0.613549068,742,0.020560176,0.994202383,0.95187616,21.831463,0.796875,0.000217325,0.027390347,1.0,0.007750615
52,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_2463.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_2463.png,contrast,not car,not car,1,batch_3_2463.png,batch_3_2463.png,0.298359966,60.66210938,17.44160228,0.115170377,96,0.390716732,0.212318467,0.09257332,99.84286,28.62890625,0.0,0.001267903,1.0,0.18298437
53,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_611.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_611.png,contrast,not car,not car,1,batch_5_611.png,batch_5_611.png,0.541434336,54.19954427,17.27931642,0.330048627,449,0.574033757,0.674645914,0.8024694,88.037926,27.65332031,10.0,0.006360916,1.0,0.0264844
54,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6859.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6859.png,frost,not car,not car,1,batch_3_6859.png,batch_3_6859.png,0.21498588,0.0,7.443683345,-0.399660684,27,0.093052838,0.608153516,0.28885558,126.03752,106.2089844,0.001955035,0.007668287,1.0,0.03715904
55,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_491.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_491.png,brightness,not car,not car,1,batch_3_491.png,batch_3_491.png,0.087682925,0.003255208,7.639055471,-0.140322248,19,0.194960861,0.259880346,0.2858824,127.9289,99.58105469,1.286024908,0.005559038,1.0,0.024609558
56,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2415.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2415.png,jpeg_compression,not car,not car,1,batch_5_2415.png,batch_5_2415.png,0.394441764,38.84472656,12.31775702,0.634504517,726,0.00346135,0.97804065,0.369566,200.40129,12.62792969,0.0,0.020281179,1.0,0.059125256
57,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_7784.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_7784.png,contrast,car,not car,0,batch_3_7784.png,batch_3_7784.png,0.222351946,37.91373698,19.94156548,0.547076897,384,0.337383806,0.358603759,0.565015,44.60182,12.61230469,0.0,0.002457094,0.0,0.13014579
58,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\_rotated1_batch_4_4713.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\_rotated1_batch_4_4713.png,frost,car,not car,0,_rotated1_batch_4_4713.png,_rotated1_batch_4_4713.png,0.053217384,16.68652344,14.78426641,0.503229294,379,0.270951566,0.222294759,0.53219426,374.01514,34.66015625,0.0,0.011031901,0.0,0.1430433
59,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_8660.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_8660.png,contrast,not car,not car,1,batch_2_8660.png,batch_2_8660.png,0.681963752,48.99446615,20.02299552,0.136301433,528,0.217135519,0.893677103,0.94613993,25.697662,21.71679688,10.0,0.009010105,1.0,0.01269567
