,original,gen,transformation,VIF,MSE,PSNR,Hist_cor,Hist_int,TSI,SSIM,CS,CPL,WD,KL,VAE,label,machine_labels
10,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9279.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9279.png,brightness,0.542471548,11.1188151,17.23298479,0.230898387,565,0.02160592,0.9543652,0.5860563,137.32236,20.43554688,0.003913899,0.025382299,1,1.0
11,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6329.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6329.png,brightness,0.553785914,28.29199219,15.64759475,0.468222865,670,0.008390411,0.980983468,0.79113936,62.221485,4.817382813,0.0,0.027047468,1,1.0
12,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_3396.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_3396.png,brightness,0.08335386,8.720377604,5.581836356,-0.56391049,149,0.156372309,0.433927335,0.14926095,359.32092,126.5927734,0.021718524,0.040290126,0,0.0
13,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2116.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2116.png,jpeg_compression,0.28066802,38.28548177,17.33911014,0.458356448,729,0.046324609,0.925022971,0.54108554,207.40201,5.252929688,0.01004466,0.021285605,0,0.0
14,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_9672.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_9672.png,contrast,0.631201556,55.37825521,19.43796298,0.113828574,584,0.129586595,0.985736779,0.6699647,68.148445,9.680664063,inf,0.018527901,1,1.0
15,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_5607.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_5607.png,contrast,0.346902246,48.046875,15.14170455,0.166060292,331,0.710891634,0.556520345,0.53102094,141.14374,31.47070313,0.0,0.009828873,1,1.0
16,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_5135.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_5135.png,contrast,0.364437096,36.27669271,13.85760327,0.688566677,763,0.056237769,0.952890566,0.6499717,152.00333,6.334960938,0.0,0.035734024,1,1.0
17,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_3091.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_3091.png,jpeg_compression,0.15225282,44.48535156,18.01271426,0.759459536,778,0.083696184,0.824100263,0.6489436,115.87586,3.380859375,0.0,0.024842273,1,1.0
18,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_3305.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_3305.png,brightness,0.082547917,2.016601563,6.493421814,-0.222088798,69,0.440092955,0.418064677,0.23568289,263.15213,110.4492188,0.020721018,0.010416115,0,0.0
19,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_8687.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_8687.png,frost,0.370147416,0.020507813,12.48647218,-0.064195132,363,0.205938112,0.784503646,0.32495433,95.472946,56.61816406,0.073957743,0.010825908,1,1.0
20,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6519.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6519.png,brightness,0.579124823,24.71972656,22.22527169,0.828651076,819,0.006225538,0.992350567,0.8928015,26.32954,1.311523438,0.0,0.018362294,1,1.0
21,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_8754.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_8754.png,frost,0.240043885,89.62044271,8.487474568,0.124098349,326,1.068786693,0.392824716,0.5899643,212.60701,71.76660156,inf,0.004434225,1,1.0
22,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_8116.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_8116.png,contrast,0.334291191,55.93619792,13.52187752,-0.056453812,72,0.887873043,0.171035617,0.2285462,46.710754,47.234375,0.0,0.00142031,1,1.0
23,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_2360.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_2360.png,contrast,0.189596387,49.17382813,12.29357498,0.235998481,109,0.887120841,0.113665333,0.03347543,289.83624,47.07714844,inf,0.002983993,0,0.0
24,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5642.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5642.png,brightness,0.391652028,7.470703125,16.55327374,0.437290934,624,0.095584638,0.918407048,0.63507074,115.76535,22.82128906,0.0,0.020987074,0,0.0
25,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_1985.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_1985.png,jpeg_compression,0.475919328,29.43424479,26.41377708,0.583538982,747,0.003314579,0.968471691,0.72409344,50.59714,1.905273438,0.001580189,0.013051288,1,1.0
26,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_381.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_381.png,frost,0.256350547,64.80696615,12.08932808,0.178212162,324,0.91808953,0.421713929,0.066226766,162.66637,47.29589844,inf,0.00713451,1,1.0
27,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_180.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_180.png,frost,0.199257502,84.93391927,9.784400585,0.679166657,494,0.799492417,0.35780339,0.50716937,380.99377,41.58203125,0.0,0.004974835,0,0.0
28,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6272.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6272.png,brightness,0.308948216,0.004231771,14.20542437,0.07780889,275,0.068034491,0.788685354,0.6689839,73.43808,37.97167969,0.330059156,0.012381983,0,0.0
29,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4889.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4889.png,brightness,0.115390843,6.432291667,9.807458696,-0.186475129,392,0.455136986,0.576038641,0.40712,89.85444,66.59863281,0.012776587,0.02549605,1,1.0
30,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_5717.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_5717.png,brightness,0.068365255,9.104492188,6.111916207,-0.085227978,336,0.284264922,0.330339421,0.35692328,208.85901,102.9267578,0.010800301,0.042005774,1,1.0
31,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_679.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_679.png,contrast,0.343339266,41.48242188,10.2455079,0.519432998,667,0.118113992,0.894745543,0.33415857,452.26285,14.06152344,0.0,0.028806006,1,1.0
32,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1962.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1962.png,brightness,0.056789621,6.409505208,5.733813131,0.299354382,334,0.014352984,0.300425489,0.14411604,381.19702,102.9072266,0.023789879,0.040554785,1,1.0
33,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_9541.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_9541.png,contrast,0.412174095,46.8375651,17.82273966,0.474527468,678,0.325079501,0.955337156,0.64406025,122.63569,12.21777344,0.0,0.019669012,1,1.0
34,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_3300.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_3300.png,jpeg_compression,0.505357833,39.66178385,12.16398737,0.609434308,686,0.005595646,0.952055419,0.51417184,338.75403,13.66503906,0.0,0.01537796,1,1.0
35,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2206.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2206.png,brightness,0.120484049,10.15885417,7.617385544,-0.315840099,274,0.19009907,0.569933595,0.43002445,128.87775,88.27441406,0.1224325,0.039131524,1,1.0
36,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_3374.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_3374.png,jpeg_compression,0.251771435,42.10481771,18.97308446,0.741867945,774,0.109381115,0.887462222,0.61177564,148.2492,1.157226563,0.0,0.017136767,1,1.0
37,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4344.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4344.png,brightness,0.109647988,16.22070313,9.20819986,0.145182673,443,0.016530088,0.649784862,0.41977113,137.81055,62.33691406,0.013766196,0.040184659,0,0.0
38,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_3849.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_3849.png,frost,0.166684878,60.34049479,13.52043565,0.033935719,328,0.634674658,0.349355331,0.080725245,223.40283,42.74121094,inf,0.003669684,1,1.0
39,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_6177.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_6177.png,jpeg_compression,0.275790682,36.16015625,20.5994259,0.647257441,769,0.067374022,0.956428352,0.8494908,49.19534,1.918945313,0.002337418,0.025952323,1,1.0
40,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_9043.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_9043.png,frost,0.320646394,112.1826172,5.748529555,-0.085749007,99,0.553436888,0.234755278,0.60252035,163.86407,120.4072266,inf,0.002307901,0,0.0
41,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6551.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6551.png,jpeg_compression,0.302570188,44.3421224,21.23115442,0.535133832,758,0.001320939,0.937369951,0.79944897,42.175026,3.193359375,0.000765982,0.032552934,0,0.0
42,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_7995.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_7995.png,brightness,0.042992312,4.887695313,4.124137393,-0.402853162,103,0.024645303,0.091768127,0.07161137,441.0678,140.7490234,0.053145337,0.039498996,0,1.0
43,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2775.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2775.png,contrast,0.348090482,36.5218099,14.81415269,0.202499901,557,0.191413894,0.866524863,0.36903533,162.48453,16.5546875,0.0,0.013254145,1,1.0
44,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_2192.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_2192.png,contrast,0.334774725,52.53776042,16.65937553,0.516883814,596,0.358035714,0.833483667,0.46844155,88.65471,16.57617188,0.0,0.008777388,1,1.0
45,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_8858.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_8858.png,contrast,0.089056601,46.04720052,13.98187385,0.066486316,34,0.800905088,0.048590182,0.084466554,285.70657,40.73925781,inf,0.000802237,0,1.0
46,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_9911.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_9911.png,frost,0.279994322,106.483724,8.358840058,0.063236422,211,0.607057241,0.191270874,0.20299412,105.703766,79.078125,inf,0.002116914,1,1.0
47,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_953.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_953.png,frost,0.262543855,3.595703125,10.37242758,-0.041395228,369,0.281029843,0.587406306,0.2118434,198.45511,63.18359375,0.241872536,0.007117306,0,0.0
48,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_4083.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_4083.png,brightness,0.036869223,0.0,2.903105464,-0.063010495,0,0.944875245,0.000509443,0.09195897,149.44534,164.9326172,inf,0.003911615,0,0.0
49,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_9548.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_9548.png,frost,0.278466819,0.0,5.161182911,-0.091853094,100,0.198685176,0.366452863,0.21586981,162.70174,136.15625,0.81557968,0.010309222,1,1.0
50,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1962.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1962.png,brightness,0.056789621,6.409505208,5.733813131,0.299354382,334,0.014352984,0.300425489,0.14411604,381.19702,102.9072266,0.023789879,0.040554785,0,1.0
51,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_6267.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_6267.png,jpeg_compression,0.235297098,35.94596354,15.39084593,0.785125369,797,0.033420988,0.956250448,0.41593522,138.05426,4.192382813,0.0,0.020336686,1,1.0
52,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_9956.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_9956.png,contrast,0.433223832,32.7203776,17.4331919,0.367161041,671,0.000678816,0.980279136,0.5461335,162.64398,5.5078125,0.015103015,0.035921726,1,1.0
53,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_9597.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_9597.png,brightness,0.058487627,5.089192708,8.162289163,0.933038302,464,0.431757583,0.304559709,0.14658698,499.761,65.1015625,0.303571467,0.012831959,0,1.0
54,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_6848.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_6848.png,contrast,0.848718718,44.98502604,28.42931511,0.104124327,563,0.145156556,0.987859037,0.95232135,19.26268,8.206054688,inf,0.017479151,1,1.0
55,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8577.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8577.png,frost,0.265574979,0.0,6.934299482,-0.096972127,333,0.575464775,0.452685303,0.654743,97.488785,104.859375,0.596570171,0.010184978,1,1.0
56,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1909.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1909.png,frost,0.096726711,75.92675781,10.97321714,0.000394561,163,0.424217221,0.232390182,0.08789373,196.08566,57.34765625,0.0,0.002037515,0,1.0
57,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_9231.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_9231.png,frost,0.291342773,84.44921875,12.55255952,0.00262266,319,0.35724682,0.792578919,0.5691934,119.08116,33.74121094,0.0,0.008844963,1,1.0
58,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_7249.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_7249.png,brightness,0.071109521,2.361979167,4.592759089,-0.286844585,210,0.211038405,0.187037605,0.39289916,282.1713,133.2294922,0.287148421,0.036352401,0,0.0
59,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_893.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_893.png,contrast,0.356719296,46.04557292,14.1596692,0.281330843,504,0.467533023,0.740592089,0.492548,150.2677,28.55957031,inf,0.008640636,1,1.0
60,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_9548.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_9548.png,frost,0.278466819,0.0,5.161182911,-0.091853094,100,0.198685176,0.366452863,0.21586981,162.70174,136.15625,0.81557968,0.010309222,0,0.0
61,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_3_9146.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_3_9146.png,brightness,0.06906487,10.08528646,6.697158619,-0.200706941,237,0.635579746,0.22758372,0.08114091,301.1864,97.60058594,0.056489526,0.022705344,1,1.0
62,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1140.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1140.png,brightness,0.196146645,1.762044271,7.679830244,0.475533799,268,0.134313845,0.567073438,0.12884265,175.94495,93.47460938,0.017454182,0.021845155,0,0.0
63,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_380.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_380.png,frost,0.194271155,45.08170573,14.75458828,0.107739782,361,0.693915117,0.501289743,0.36160392,262.7189,31.81933594,inf,0.014753673,1,1.0
64,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_184.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_184.png,jpeg_compression,0.252838501,34.15690104,15.41943539,0.721222755,749,0.047608855,0.944706434,0.22885972,239.2593,5.155273438,0.0,0.028603046,1,1.0
65,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_3327.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_3327.png,frost,0.286966379,84.75878906,12.51098548,0.007456729,282,0.590203033,0.419371209,0.25303376,97.27736,48.0,0.0,0.002163988,1,1.0
66,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_2_5693.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_2_5693.png,jpeg_compression,0.586641191,27.39876302,24.29398209,0.549223951,778,0.000507583,0.997401753,0.8781235,28.953974,1.268554688,0.0,0.022874918,1,1.0
67,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4150.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4150.png,frost,0.247987499,0.027669271,7.748567386,-0.232829948,272,0.05758317,0.560171851,0.14511734,205.4119,100.7382813,0.120063193,0.017610247,1,1.0
68,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_4_1909.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_4_1909.png,frost,0.096726711,75.92675781,10.97321714,0.000394561,163,0.424217221,0.232390182,0.08789373,196.08566,57.34765625,0.0,0.002037515,1,1.0
69,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_9894.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_9894.png,frost,0.20459813,11.29394531,9.263580678,-0.254445825,281,0.394538894,0.338553174,0.11593161,272.39618,74.24511719,inf,0.003422986,1,1.0
70,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7470.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7470.png,jpeg_compression,0.397212211,39.92773438,19.73296968,0.538498503,714,0.019593933,0.923062132,0.67914546,130.97853,2.862304688,0.002933987,0.025710496,1,1.0
