,Unnamed: 0,original,gen,transformation,org label,trns label,label,IQA
11,286,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_1975.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_1975.png,brightness,not car,not car,1,0.458269331
12,287,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2131.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2131.png,brightness,not car,not car,1,0.334037031
13,288,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2505.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2505.png,brightness,not car,not car,1,0.470933272
14,289,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2594.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2594.png,brightness,not car,not car,1,0.868334952
15,290,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2610.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2610.png,brightness,not car,not car,1,0.854872732
16,291,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2649.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2649.png,brightness,not car,not car,1,0.53985227
17,292,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2706.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2706.png,brightness,not car,not car,1,0.399368961
18,293,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2830.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2830.png,brightness,not car,not car,1,0.197547766
19,294,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_2898.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_2898.png,brightness,not car,not car,1,0.140874498
20,295,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3027.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3027.png,brightness,not car,not car,1,0.267724617
21,296,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_330.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_330.png,brightness,not car,not car,1,0.001894483
22,297,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3311.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3311.png,brightness,car,car,1,0.630557195
23,298,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3372.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3372.png,brightness,car,car,1,0.936076542
24,299,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3563.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3563.png,brightness,not car,not car,1,0.511939451
25,300,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3651.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3651.png,brightness,not car,not car,1,0.344842545
26,301,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3873.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3873.png,brightness,not car,not car,1,0.296931035
27,302,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_3978.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_3978.png,brightness,not car,not car,1,0.335036905
28,303,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4212.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4212.png,brightness,car,car,1,0.471345104
29,304,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4312.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4312.png,brightness,not car,not car,1,0.920460806
30,305,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4410.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4410.png,brightness,car,car,1,0.933048951
31,306,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4461.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4461.png,brightness,not car,not car,1,0.108114652
32,307,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4508.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4508.png,brightness,not car,not car,1,0.740034235
33,308,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_4639.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_4639.png,brightness,not car,not car,1,0.201297437
34,309,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5087.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5087.png,brightness,not car,not car,1,0.275880393
35,310,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_511.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_511.png,brightness,not car,not car,1,0.216641384
36,311,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_532.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_532.png,brightness,not car,not car,1,0.2049873
37,312,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5472.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5472.png,brightness,car,car,1,0.396358378
38,313,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5508.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5508.png,brightness,not car,not car,1,0.127940733
39,314,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_5642.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_5642.png,brightness,car,car,1,0.745610992
40,315,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_596.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_596.png,brightness,not car,car,0,0.839388986
41,316,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_639.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_639.png,brightness,not car,not car,1,0.654926986
42,317,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_6589.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_6589.png,brightness,not car,not car,1,0.273531051
43,318,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_718.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_718.png,brightness,not car,not car,1,0.326507461
44,319,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7304.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7304.png,brightness,not car,not car,1,0.336762042
45,320,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7536.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7536.png,brightness,not car,not car,1,0.124080637
46,321,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7560.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7560.png,brightness,not car,not car,1,0.142372395
47,322,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7756.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7756.png,brightness,not car,not car,1,0.605944087
48,323,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7769.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7769.png,brightness,not car,not car,1,0.464390102
49,324,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_7782.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_7782.png,brightness,not car,car,0,0.174325096
50,325,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8068.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8068.png,brightness,not car,not car,1,0.191453495
51,326,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8235.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8235.png,brightness,not car,not car,1,0.18787689
52,327,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8497.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8497.png,brightness,not car,not car,1,0.429833918
53,328,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8545.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8545.png,brightness,not car,not car,1,0.475744965
54,329,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8733.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8733.png,brightness,not car,not car,1,0.609126873
55,330,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_8761.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_8761.png,brightness,not car,not car,1,0.814174297
56,331,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9013.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9013.png,brightness,not car,not car,1,0.617666372
57,332,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9189.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9189.png,brightness,not car,not car,1,0.824083875
58,333,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9257.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9257.png,brightness,car,not car,0,0.415963817
59,334,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9697.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9697.png,brightness,not car,not car,1,0.188028229
60,335,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9722.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9722.png,brightness,not car,not car,1,0.618748063
61,336,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9738.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9738.png,brightness,not car,not car,1,0.372333311
62,337,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_974.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_974.png,brightness,not car,not car,1,0.314446283
63,338,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9847.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9847.png,brightness,car,car,1,0.221581045
64,339,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9893.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9893.png,brightness,not car,not car,1,0.313767053
65,340,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_5_9932.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_5_9932.png,brightness,car,car,1,0.208053462
66,341,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_100.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_100.png,contrast,not car,not car,1,0.941739746
67,342,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1023.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1023.png,contrast,not car,not car,1,0.340841706
68,343,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1176.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1176.png,contrast,not car,not car,1,0.747121687
69,344,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1335.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1335.png,contrast,not car,not car,1,0.972838371
70,345,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1337.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1337.png,contrast,not car,not car,1,0.803359174
71,346,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1400.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1400.png,contrast,not car,not car,1,0.178995719
72,347,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1422.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1422.png,contrast,car,car,1,0.572210706
73,348,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1570.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1570.png,contrast,car,car,1,0.449702544
74,349,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_1640.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_1640.png,contrast,not car,not car,1,0.228218003
75,350,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_193.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_193.png,contrast,not car,not car,1,0.728763288
76,351,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2154.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2154.png,contrast,not car,not car,1,0.556225729
77,352,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2275.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2275.png,contrast,not car,not car,1,0.884967451
78,353,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2614.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2614.png,contrast,not car,not car,1,0.439112453
79,354,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2666.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2666.png,contrast,not car,not car,1,0.018039311
80,355,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_2775.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_2775.png,contrast,car,car,1,0.654486131
81,356,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_3118.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_3118.png,contrast,not car,not car,1,0.771450617
82,357,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_3375.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_3375.png,contrast,not car,not car,1,0.21141743
83,358,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_3577.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_3577.png,contrast,not car,not car,1,0.651434012
84,359,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_367.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_367.png,contrast,not car,not car,1,0.661105733
85,360,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_385.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_385.png,contrast,car,car,1,0.733577852
86,361,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4133.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4133.png,contrast,not car,not car,1,0.022360112
87,362,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4252.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4252.png,contrast,car,not car,0,0.173436434
88,363,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4339.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4339.png,contrast,not car,not car,1,0.590844271
89,364,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4507.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4507.png,contrast,not car,not car,1,0.382739515
90,365,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4512.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4512.png,contrast,not car,not car,1,0.836122038
91,366,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4779.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4779.png,contrast,car,not car,0,0.740752625
92,367,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4816.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4816.png,contrast,not car,not car,1,0.371097701
93,368,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4862.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4862.png,contrast,not car,not car,1,0.451267801
94,369,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_4990.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_4990.png,contrast,not car,not car,1,0.148969495
95,370,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_5189.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_5189.png,contrast,not car,not car,1,0.383891849
96,371,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_5490.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_5490.png,contrast,not car,not car,1,0.012207571
97,372,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_5770.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_5770.png,contrast,not car,not car,1,0.831104062
98,373,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_5783.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_5783.png,contrast,car,car,1,0.821324637
99,374,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_586.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_586.png,contrast,not car,not car,1,0.9367392
100,375,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_6113.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_6113.png,contrast,not car,not car,1,0.701505154
101,376,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_org_dataset\batch_1_6167.png,C:\Users\ASUS\Desktop\research\mitacs project\paper experiments\cifar dataset\cifar_gen_dataset\batch_1_6167.png,contrast,not car,not car,1,0.320138263
