,transformed_image_link,original_image_link,transformation,ground_truth,human_label,IQA,original,gen,PSNR,SSIM,CPL,CS,label,machine_labels
10,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_3_1864.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_3_1864.png,brightness,0,0,0.214010248,batch_3_1864.png,batch_3_1864.png,3.095888422,0.197599088,5.234163,0.48318624,0,0.0
11,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_5_3402.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_5_3402.png,frost,0,0,0.577305809,batch_5_3402.png,batch_5_3402.png,15.33131804,0.668248668,5.71104,0.61143786,0,0.0
12,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_4_5484.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_4_5484.png,contrast,0,0,0.775332367,batch_4_5484.png,batch_4_5484.png,23.00987385,0.917514931,2.1879811,0.8539586,0,0.0
13,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_2_7677.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_2_7677.png,jpeg_compression,0,0,0.560023037,batch_2_7677.png,batch_2_7677.png,20.85675467,0.896540707,7.8944864,0.47031218,0,0.0
14,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_1_7080.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_1_7080.png,brightness,1,1,0.55112945,batch_1_7080.png,batch_1_7080.png,14.09845416,0.860668173,9.630407,0.65532184,1,1.0
15,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_3_2994.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_3_2994.png,frost,0,0,0.474320412,batch_3_2994.png,batch_3_2994.png,12.48219039,0.745263616,7.9136057,0.47145373,0,0.0
16,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_4_2645.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_4_2645.png,jpeg_compression,0,0,0.856655317,batch_4_2645.png,batch_4_2645.png,24.21535943,0.958015873,4.034794,0.64812744,0,0.0
17,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_3_3129.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_3_3129.png,contrast,1,1,0.543257944,batch_3_3129.png,batch_3_3129.png,16.25783782,0.59616658,6.492771,0.8000991,1,1.0
18,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_2_380.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_2_380.png,frost,1,0,0.301053828,batch_2_380.png,batch_2_380.png,14.75458828,0.501289743,10.772128,0.5055428,0,0.0
19,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_2_1826.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_2_1826.png,jpeg_compression,0,0,0.843789828,batch_2_1826.png,batch_2_1826.png,14.72004019,0.972149294,7.798644,0.548977,0,0.0
20,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_5_4628.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_5_4628.png,contrast,0,0,0.424345399,batch_5_4628.png,batch_5_4628.png,15.34270289,0.479273045,5.560785,0.5494462,0,0.0
21,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_2_7271.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_2_7271.png,contrast,0,0,0.545791393,batch_2_7271.png,batch_2_7271.png,20.50215295,0.712873493,2.6349728,0.71370345,0,0.0
22,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_5_3051.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_5_3051.png,jpeg_compression,0,0,0.576450114,batch_5_3051.png,batch_5_3051.png,22.57838658,0.937654286,7.061532,0.55156374,0,0.0
23,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_1_5180.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_1_5180.png,brightness,0,0,0.876751863,batch_1_5180.png,batch_1_5180.png,18.49411948,0.980435813,2.213779,0.6951187,0,0.0
24,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_4_180.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_4_180.png,frost,1,1,0.375941588,batch_4_180.png,batch_4_180.png,9.784400585,0.35780339,18.402079,0.5691726,1,1.0
25,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_2_4676.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_2_4676.png,contrast,1,1,0.54919496,batch_2_4676.png,batch_2_4676.png,17.97490732,0.6890408,5.477311,0.70079064,1,1.0
26,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_1_8295.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_1_8295.png,jpeg_compression,1,1,0.840038513,batch_1_8295.png,batch_1_8295.png,19.9709922,0.986244907,5.9344935,0.780182,1,1.0
27,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_3_9547.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_3_9547.png,contrast,0,0,0.667599725,batch_3_9547.png,batch_3_9547.png,7.585836982,0.806604877,7.7211123,0.61151814,0,0.0
28,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_4_7715.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_4_7715.png,frost,0,0,0.467948666,batch_4_7715.png,batch_4_7715.png,7.931949312,0.674751138,9.524867,0.52652943,0,0.0
29,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_3_3331.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_3_3331.png,brightness,0,0,0.54023411,batch_3_3331.png,batch_3_3331.png,9.991931528,0.800634843,16.842083,0.46573645,0,0.0
30,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_4_3812.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_4_3812.png,contrast,0,0,0.812623471,batch_4_3812.png,batch_4_3812.png,26.82093631,0.936083055,1.7701511,0.91706127,0,0.0
31,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_3_2695.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_3_2695.png,contrast,0,0,0.896728907,batch_3_2695.png,batch_3_2695.png,23.60840074,0.964482167,0.7995952,0.9885093,0,0.0
32,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_3_7741.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_3_7741.png,frost,0,0,0.822194327,batch_3_7741.png,batch_3_7741.png,16.78095321,0.90604263,4.4665146,0.7278918,0,0.0
33,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_4_6098.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_4_6098.png,jpeg_compression,0,0,0.974040928,batch_4_6098.png,batch_4_6098.png,27.59398066,0.994946301,2.2430265,0.863219,0,0.0
34,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_2_5452.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_2_5452.png,jpeg_compression,0,0,0.722090578,batch_2_5452.png,batch_2_5452.png,30.57433744,0.953626581,4.36725,0.6953924,0,0.0
35,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_3_947.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_3_947.png,jpeg_compression,1,0,0.700350443,batch_3_947.png,batch_3_947.png,17.00190636,0.953155364,14.301175,0.5480475,0,0.0
36,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_3_2346.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_3_2346.png,jpeg_compression,1,1,0.782105747,batch_3_2346.png,batch_3_2346.png,20.2441333,0.943474784,5.418518,0.5432861,1,1.0
37,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_4_7535.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_4_7535.png,brightness,1,1,0.535624244,batch_4_7535.png,batch_4_7535.png,12.54406315,0.778181144,10.10486,0.6331288,1,1.0
38,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_4_210.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_4_210.png,contrast,0,0,0.517127346,batch_4_210.png,batch_4_210.png,14.68101502,0.596612079,4.1919656,0.6856808,0,0.0
39,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_2_9231.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_2_9231.png,brightness,0,0,0.95478619,batch_2_9231.png,batch_2_9231.png,11.32274384,0.818516703,7.5707726,0.6945503,0,0.0
40,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_5_7116.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_5_7116.png,contrast,0,0,0.253969022,batch_5_7116.png,batch_5_7116.png,12.77477476,0.293883898,8.465456,0.36588654,0,0.0
41,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_1_8310.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_1_8310.png,contrast,1,1,0.647719,batch_1_8310.png,batch_1_8310.png,12.59635492,0.83815493,9.50226,0.6865693,1,1.0
42,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_5_3024.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_5_3024.png,contrast,0,0,0.199957555,batch_5_3024.png,batch_5_3024.png,12.95694533,0.144262872,12.455229,0.41840994,0,0.0
43,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_2_5693.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_2_5693.png,jpeg_compression,1,1,0.94883358,batch_2_5693.png,batch_2_5693.png,24.29398209,0.997401753,4.1836996,0.7624277,1,1.0
44,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_4_1574.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_4_1574.png,jpeg_compression,0,0,0.4903242,batch_4_1574.png,batch_4_1574.png,25.67277014,0.919869614,10.1187525,0.47929144,0,0.0
45,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_1_7741.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_1_7741.png,frost,0,0,0.38619859,batch_1_7741.png,batch_1_7741.png,9.930606697,0.601916322,14.288333,0.49409607,0,0.0
46,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_3_6103.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_3_6103.png,contrast,0,0,0.33719542,batch_3_6103.png,batch_3_6103.png,12.09162235,0.36063049,12.156833,0.3917142,0,0.0
47,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_4_9756.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_4_9756.png,jpeg_compression,0,0,0.926520408,batch_4_9756.png,batch_4_9756.png,22.05222702,0.967253066,3.6828637,0.70642555,0,0.0
48,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_3_7218.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_3_7218.png,frost,0,0,0.727208599,batch_3_7218.png,batch_3_7218.png,11.48620248,0.918546052,10.920624,0.6070216,0,0.0
49,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_2_7566.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_2_7566.png,brightness,0,0,0.113647854,batch_2_7566.png,batch_2_7566.png,5.767484242,0.180455816,9.252792,0.34716964,0,0.0
50,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_2_126.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_2_126.png,jpeg_compression,0,0,0.306577968,batch_2_126.png,batch_2_126.png,22.12018187,0.763579058,8.252416,0.5026627,0,0.0
51,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_5_5481.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_5_5481.png,jpeg_compression,0,0,0.776232874,batch_5_5481.png,batch_5_5481.png,22.39371541,0.94893519,7.774012,0.53505284,0,0.0
52,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_2_9069.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_2_9069.png,brightness,0,0,0.703329644,batch_2_9069.png,batch_2_9069.png,9.275401067,0.932581517,9.5470705,0.5966742,0,0.0
53,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_1_3664.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_1_3664.png,frost,0,0,0.723401621,batch_1_3664.png,batch_1_3664.png,10.10020602,0.63219705,5.8110275,0.6071695,0,0.0
54,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_5_5400.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_5_5400.png,frost,0,0,0.288552397,batch_5_5400.png,batch_5_5400.png,8.780024579,0.132978087,10.650685,0.45854527,0,0.0
55,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_4_6560.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_4_6560.png,frost,0,0,0.736733353,batch_4_6560.png,batch_4_6560.png,22.70197822,0.92120457,2.5167813,0.6839111,0,0.0
56,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_5_8068.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_5_8068.png,brightness,0,0,0.191453495,batch_5_8068.png,batch_5_8068.png,6.858726792,0.382533868,8.865689,0.40479782,0,0.0
57,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_3_6593.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_3_6593.png,jpeg_compression,0,0,0.547162094,batch_3_6593.png,batch_3_6593.png,27.66941758,0.873644131,3.408823,0.49195403,0,0.0
58,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_3_8121.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_3_8121.png,contrast,0,0,0.687742025,batch_3_8121.png,batch_3_8121.png,19.31834312,0.81543027,2.3885794,0.8037729,0,0.0
59,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_2_6112.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_2_6112.png,jpeg_compression,0,0,0.756989343,batch_2_6112.png,batch_2_6112.png,18.35618149,0.969162642,8.849127,0.64537394,0,0.0
60,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_5_5754.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_5_5754.png,jpeg_compression,0,0,0.953002438,batch_5_5754.png,batch_5_5754.png,31.37975997,0.994202383,4.0748167,0.82720375,0,0.0
61,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_5_3301.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_5_3301.png,jpeg_compression,0,0,0.795219423,batch_5_3301.png,batch_5_3301.png,16.97155695,0.956586251,8.556036,0.6432741,0,0.0
62,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_3_5862.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_3_5862.png,frost,0,0,0.633690276,batch_3_5862.png,batch_3_5862.png,12.8941246,0.781225996,5.428932,0.71285003,0,0.0
63,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_4_5598.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_4_5598.png,jpeg_compression,0,0,0.287178981,batch_4_5598.png,batch_4_5598.png,21.90644721,0.743441504,8.132405,0.46518737,0,0.0
64,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_3_3913.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_3_3913.png,brightness,0,0,0.757245481,batch_3_3913.png,batch_3_3913.png,14.09609345,0.859943995,11.87825,0.57944787,0,0.0
65,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_2_3516.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_2_3516.png,contrast,0,0,0.763716252,batch_2_3516.png,batch_2_3516.png,15.82698222,0.960771696,5.990119,0.7301144,0,0.0
66,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_5_8497.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_5_8497.png,brightness,0,0,0.429833918,batch_5_8497.png,batch_5_8497.png,7.542179094,0.606712145,5.3046,0.5998641,0,0.0
67,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_2_8831.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_2_8831.png,frost,0,0,0.440006427,batch_2_8831.png,batch_2_8831.png,13.85808211,0.650120924,8.402483,0.52593005,0,0.0
68,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_4_1722.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_4_1722.png,contrast,1,1,0.729563352,batch_4_1722.png,batch_4_1722.png,16.5981834,0.889503513,5.0550294,0.7462494,1,1.0
69,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_5_6589.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_5_6589.png,brightness,0,0,0.273531051,batch_5_6589.png,batch_5_6589.png,11.44840391,0.552477659,8.320627,0.44632596,0,0.0
70,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/jpeg_compression/batch_1_6632.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/jpeg_compression/batch_1_6632.png,jpeg_compression,0,0,0.522548101,batch_1_6632.png,batch_1_6632.png,26.26562334,0.848326189,5.5904236,0.49994656,0,0.0
71,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_4_9659.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_4_9659.png,brightness,0,0,0.743254018,batch_4_9659.png,batch_4_9659.png,8.869190554,0.681864855,4.6728315,0.64705825,0,0.0
72,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/brightness/batch_3_5571.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/brightness/batch_3_5571.png,brightness,0,0,0.826624225,batch_3_5571.png,batch_3_5571.png,14.71615502,0.948982411,4.8411875,0.65973103,0,0.0
73,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/contrast/batch_1_2614.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/contrast/batch_1_2614.png,contrast,0,0,0.439112453,batch_1_2614.png,batch_1_2614.png,16.63024752,0.484075195,4.9823422,0.56449556,0,0.0
74,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_TRANSFORMED/frost/batch_2_3708.png,https://pilotexp.s3.ca-central-1.amazonaws.com/cifar10/IMG_ORIGINAL/frost/batch_2_3708.png,frost,0,0,0.106506913,batch_2_3708.png,batch_2_3708.png,12.84873149,0.312014261,5.276608,0.45171288,0,0.0
