,Unnamed: 0,original,gen,PSNR,CS,CPL,SSIM,label,machine_labels,VIF,SSS1,KL,TSI,WD,Hist_cor,Hist_int,MSE
13,1698,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2074G763_743.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\7815_2074G763_743_torchvision.jpg,19.6406528,0.77441716,20.64298,0.908065398,1,1.0,0.400186321,0.004443049,inf,1.031035959,13.61381226,0.63074054,76861,32.87658488
14,3941,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2172G562_780.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\7815_2172G562_780_torchvision.jpg,8.668113755,0.30660972,62.299732,0.402730106,0,0.0,0.14903051,0.030326394,1.042267136,3.159485078,55.13362427,0.130415012,95855,83.63434041
15,3436,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2465A141_449.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2465A141_449_torchvision.jpg,15.32701986,0.7780656,44.9804,0.641422008,1,1.0,0.271038829,0.019072717,inf,4.948764677,22.78917847,0.372791136,112688,25.10964762
16,3809,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1970X023_687.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_1970X023_687_torchvision.jpg,14.42672863,0.51071435,63.23756,0.480619617,0,0.0,0.214903247,0.016582308,0.228846911,10.95484956,30.69351196,-0.042995919,64509,98.30333659
17,2924,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_13.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\2074D093_20200512_OH01_DG06_2_13_torchvision.jpg,18.3108541,0.8562002,15.488202,0.846592784,1,1.0,0.453541939,0.024460902,0.510546469,0.815062378,9.079711914,0.617526268,101150,35.42747396
18,2160,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2469Q371_458.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2469Q371_458_torchvision.jpg,11.89369002,0.2545575,80.55296,0.654723745,0,0.0,0.077184351,0.055192903,1.043707536,3.18996453,16.27752075,0.148256911,75239,45.98111776
19,59,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2480H273_487.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2480H273_487_torchvision.jpg,7.198927919,0.07021696,127.01228,0.306523335,0,0.0,0.030271818,0.112856224,inf,1.203534736,63.71047974,-0.074756361,76350,75.6688741
20,2266,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2681Y451_541.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2681Y451_541_torchvision.jpg,14.86354588,0.64851725,27.722576,0.859593431,1,1.0,0.224210031,0.03278287,1.02965166,0.270529599,22.29710693,0.328665887,72396,7.789642334
21,3614,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2976B021_576.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2976B021_576_torchvision.jpg,8.991134825,0.055162292,115.25806,0.479511882,0,0.0,0.051178624,0.08174543,3.238014107,2.077122065,51.95154419,-0.138176708,44149,75.03781738
22,2873,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X911_20200513_OH01_DG06_2_6.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\1974X911_20200513_OH01_DG06_2_6_torchvision.jpg,9.335411263,0.11932203,87.17682,0.576997663,0,0.0,0.055391701,0.09084857,inf,4.106201076,56.37974854,-0.148406347,42138,95.11818034
23,1038,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D093_20200512_OH01_DG06_2_14.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\2074D093_20200512_OH01_DG06_2_14_torchvision.jpg,12.15498324,0.46809775,47.277454,0.678454851,0,0.0,0.255249545,0.028819304,0.634023109,1.009081458,29.30997925,0.442732596,95151,72.75804647
24,2751,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578X721_20200409_OH01_DG06_2_16.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1578X721_20200409_OH01_DG06_2_16_torchvision.jpg,17.46972056,0.8725205,21.199543,0.880233733,1,1.0,0.42007171,0.009732787,0.81929688,0.160665362,23.18928223,0.17555062,82591,33.79042562
25,1005,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1577G301_619.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1577G301_619_torchvision.jpg,14.52832251,0.8456398,26.993286,0.858736045,1,1.0,0.35565333,0.013665521,1.340446997,1.402274951,24.074646,-0.073058582,64696,45.72444458
26,2856,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X582_20200513_OH01_DG06_2_16.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974X582_20200513_OH01_DG06_2_16_torchvision.jpg,11.96249881,0.6651257,47.480206,0.689375165,0,0.0,0.267398158,0.033067267,inf,4.341444472,48.7642334,0.536719945,91470,4.177093506
27,666,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2570Z751_499.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\moderate\images\4520_2570Z751_499_torchvision.jpg,11.19460476,0.81916106,27.18356,0.773927897,1,1.0,0.445679612,0.04103438,0.831209236,1.794563356,39.87786255,0.624715983,80888,80.69365031
28,1535,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2271Z911_270.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2271Z911_270_torchvision.jpg,14.14938478,0.83107907,38.285847,0.726700861,1,1.0,0.337793582,0.037683237,0.762414983,0.590392613,33.9720459,0.359214359,84439,85.05782878
29,113,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1578H763_20200409_OH01_DG06_2_11.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1578H763_20200409_OH01_DG06_2_11_torchvision.jpg,21.93181978,0.88917416,16.349394,0.920073648,1,1.0,0.449538078,0.008534943,0.719769217,0.433622798,12.09848633,0.376505352,84460,22.63227946
30,1405,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276D564_335.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2276D564_335_torchvision.jpg,14.0617824,0.8131609,34.458534,0.820918291,1,1.0,0.356098584,0.044637095,inf,0.272584393,29.90610962,0.360596237,72961,38.17934367
31,3088,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2171Y184_218.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2171Y184_218_torchvision.jpg,19.4376248,0.4826096,38.42464,0.858938377,1,1.0,0.163675515,0.016755998,inf,0.634258806,5.277868652,0.866937447,125837,15.28626506
32,763,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W743_809.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\7815_2174W743_809_torchvision.jpg,19.80569078,0.5506405,48.6697,0.796413371,0,0.0,0.330813194,0.05823775,0.005957946,1.238099315,9.394567871,0.155080372,57633,56.82519938
33,1261,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2079X891_204.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2079X891_204_torchvision.jpg,14.04230092,0.52719355,68.7526,0.776555934,0,0.0,0.216931272,0.054936193,0.983088449,2.54322407,16.78131714,0.22271593,69210,42.69735718
34,2823,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778D521_20200514_OH01_DG06_2_15.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\1778D521_20200514_OH01_DG06_2_15_torchvision.jpg,18.52714299,0.7069851,35.28607,0.819038914,1,1.0,0.320727874,0.03548534,0.075229833,1.218505382,15.18792725,0.092389593,53152,68.5517863
35,2803,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1679R341_20200409_OH01_DG06_2_12.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\1679R341_20200409_OH01_DG06_2_12_torchvision.jpg,17.57473808,0.73615736,81.629745,0.736410828,0,0.0,0.302843214,0.03925023,inf,3.626076321,13.82153931,0.632844108,106736,35.14395345
36,2679,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1579H701_177.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_1579H701_177_torchvision.jpg,12.94347911,0.3674077,88.037186,0.659778491,0,0.0,0.1432107,0.0653068,inf,3.944141389,11.27248535,0.440919672,102321,52.1302653
37,17,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2081H482_210.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2081H482_210_torchvision.jpg,15.08232765,0.78063494,6.296833,0.596664588,1,1.0,0.164385952,9.64e-05,0.9713484,2.304354207,31.03214722,0.120141362,68699,54.93400675
38,1946,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2371C902_391.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2371C902_391_torchvision.jpg,11.54583984,0.062519945,68.935585,0.675579703,0,0.0,0.050813471,0.03775518,inf,2.446881115,35.34911499,0.208179449,42601,43.70140584
39,3754,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1774H261_657.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1774H261_657_torchvision.jpg,19.06313746,0.7343086,45.187313,0.901357886,1,1.0,0.365577477,0.027521813,1.850643385,0.872566047,18.94039307,0.020072157,46241,9.757672119
40,1006,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1672D721_20200401_OH01_DG06_2_24.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\1672D721_20200401_OH01_DG06_2_24_torchvision.jpg,20.34934967,0.75249195,34.246944,0.895529788,1,1.0,0.382086851,0.017086165,inf,0.355840264,13.59785767,0.009007628,41471,63.7140035
41,2107,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2075R191_765.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\7815_2075R191_765_torchvision.jpg,16.12230231,0.82406265,36.435223,0.789685267,1,1.0,0.416474296,0.015403687,-0.11801262,2.379452055,26.16949463,0.300917639,71992,83.80824585
42,871,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2974F161_569.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2974F161_569_torchvision.jpg,14.75403952,0.72352743,27.54713,0.843780659,1,1.0,0.372163594,0.012985926,inf,1.575782779,28.91988525,0.163364393,38407,33.84908651
43,503,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2175X191_830.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_2175X191_830_torchvision.jpg,16.75866198,0.30399778,92.6743,0.685885138,0,0.0,0.119487826,0.108031005,0.077360035,3.261790607,11.73896484,0.055606342,42865,33.4365153
44,2532,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275A736_309.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275A736_309_torchvision.jpg,16.92600573,0.75996894,48.69142,0.777122016,1,1.0,0.378063363,0.015802875,2.428074575,1.241682975,23.4472229,0.090667228,47801,37.15027262
45,3050,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2068X471_193.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_2068X471_193_torchvision.jpg,11.99952975,0.6000054,42.154922,0.824146602,1,1.0,0.250163429,0.003336832,inf,1.84368273,29.88268433,0.233254099,49850,35.57970581
46,2720,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1778P951_20200514_OH01_DG06_2_27.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\1778P951_20200514_OH01_DG06_2_27_torchvision.jpg,17.28470559,0.49934843,75.28178,0.847915831,1,1.0,0.287926789,0.011025584,inf,0.80079501,15.72910156,0.402154733,76145,37.36442668
47,2241,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_1579X551_178.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_1579X551_178_torchvision.jpg,21.70449601,0.8682296,33.19789,0.855095863,1,1.0,0.345415878,0.026481455,0.281535676,0.881066536,7.678735352,0.82388056,119010,21.41223958
48,3309,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2366W642_368.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2366W642_368_torchvision.jpg,18.45156636,0.66757286,31.718622,0.87891339,1,1.0,0.283348365,0.010127088,inf,0.497547701,17.75216675,0.022289616,18809,62.85977783
49,3173,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2272X161_272.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2272X161_272_torchvision.jpg,16.65493035,0.5493506,24.52276,0.893047059,0,0.0,0.202650943,0.005064229,0.011976986,0.048526174,13.18041992,0.21127123,50307,47.8111613
50,2937,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D721_20200512_OH01_DG06_2_18.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\2074D721_20200512_OH01_DG06_2_18_torchvision.jpg,11.03898882,0.75152576,55.203808,0.527197235,1,1.0,0.301778407,0.10351802,1.203063703,4.142698141,46.89246826,0.093935687,63148,88.14532267
51,3659,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1479Y162_606.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1479Y162_606_torchvision.jpg,11.3681995,0.19054776,11.636557,0.771873641,0,0.0,0.06533451,0.004713881,inf,1.048856409,29.05621338,0.949947578,101565,52.89758708
52,2922,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\2074D022_20200512_OH01_DG06_2_9.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\2074D022_20200512_OH01_DG06_2_9_torchvision.jpg,12.70954196,0.17913136,59.310467,0.780592381,0,0.0,0.079535465,0.056002934,inf,2.198128669,33.84353638,-0.013220172,12329,63.14978434
53,2340,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_23682872_376.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_23682872_376_torchvision.jpg,16.17894027,0.66646475,46.825916,0.758836826,1,1.0,0.256160008,0.03173077,inf,1.288142123,21.23455811,-0.002647597,68032,42.73555501
54,2554,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974X911_20200513_OH01_DG06_2_15.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\1974X911_20200513_OH01_DG06_2_15_torchvision.jpg,23.60845557,0.9089997,28.170368,0.855513119,1,1.0,0.433092784,0.007660733,0.147713685,0.882607632,5.381750488,0.86698235,131050,36.80506388
55,3128,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_22671862_246.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_22671862_246_torchvision.jpg,9.511953005,0.09650041,99.045044,0.307844044,0,0.0,0.034741383,0.09193888,inf,7.73530455,29.39134521,0.039621019,112441,71.22542521
56,352,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_26712953_528.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\moderate\images\4520_26712953_528_torchvision.jpg,18.50605519,0.6949608,55.05027,0.822347423,1,1.0,0.359728879,0.02293181,inf,1.552415607,13.64108276,0.188180888,83878,13.44397583
57,1963,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1776R262_20200413_OH01_DG06_2_6.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1776R262_20200413_OH01_DG06_2_6_torchvision.jpg,14.31555039,0.5918371,46.661697,0.802948475,0,0.0,0.25348273,0.03196882,1.570436403,1.688943249,21.16343384,0.002645583,51732,27.99813029
58,1649,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1471A932_598.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\7815_1471A932_598_torchvision.jpg,13.33322676,0.6832723,26.025944,0.79269431,1,1.0,0.26019147,0.012445405,1.398698665,5.738949364,27.41132813,0.099958014,48533,33.60220744
59,2380,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_27724442_546.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\high\images\4520_27724442_546_torchvision.jpg,17.03649892,0.76967543,33.620552,0.878731985,1,1.0,0.408668134,0.012141322,inf,0.159118151,14.84927979,0.924660435,113943,26.61166992
60,282,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_2174W022_807.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_2174W022_807_torchvision.jpg,19.41653686,0.74466634,26.132908,0.880538571,1,1.0,0.415814577,0.019054413,0.135721172,0.363796477,10.21835327,0.280298768,59827,23.28091024
61,1836,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2273E613_276.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2273E613_276_torchvision.jpg,20.25193682,0.8807604,15.953772,0.902449833,1,1.0,0.42373152,0.002358664,0.958346521,0.294116928,14.84395752,0.458164161,68940,70.17861125
62,3720,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1678P861_642.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\7815_1678P861_642_torchvision.jpg,19.37858142,0.7897206,49.307106,0.818833369,1,1.0,0.302781585,0.014331485,0.507308552,1.24607999,10.81385498,0.374845654,100933,16.81304728
63,21,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275W413_331.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\light\images\4520_2275W413_331_torchvision.jpg,17.07604215,0.68062675,33.33782,0.821575205,1,1.0,0.374606047,0.00828819,0.999308995,1.412237035,20.58594971,0.467241218,71138,80.79343669
64,3076,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_21683593_213.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_21683593_213_torchvision.jpg,9.106837057,0.075345054,60.324963,0.638337773,0,0.0,0.061275442,0.009520272,-0.104471358,2.283745108,46.18027344,-0.077818073,31031,83.48567301
65,1733,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2479G352_482.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2479G352_482_torchvision.jpg,17.89358459,0.83737993,24.368977,0.894428986,1,1.0,0.356939488,0.019468065,inf,0.222376468,14.56499023,0.322193427,80708,19.86395874
66,928,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2272X531_273.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2272X531_273_torchvision.jpg,13.02104605,0.4181164,87.1105,0.724375151,0,0.0,0.213439461,0.021663882,1.927259506,3.254922945,32.65306396,0.290219194,50695,43.67582397
67,2889,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\1974Z931_20200513_OH01_DG06_2_10.JPG,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\1974Z931_20200513_OH01_DG06_2_10_torchvision.jpg,9.507770127,0.07418068,123.4052,0.58845238,0,0.0,0.0174389,0.027943673,inf,4.945798679,19.54475098,0.96587761,91297,61.959316
68,751,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275W413_331.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275W413_331_torchvision.jpg,18.30862365,0.86393726,11.081683,0.94016447,1,1.0,0.433092027,0.006183156,3.590736582,0.284503425,26.13181152,-0.018096373,18354,13.28100382
69,2726,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2567P591_492.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add snow\light\images\4520_2567P591_492_torchvision.jpg,15.49305802,0.7296427,42.224255,0.828887937,1,1.0,0.307781898,0.02100682,0.527099495,0.783641145,22.87199097,0.64887243,88031,20.99921672
70,2619,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\7815_1678P861_642.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\7815_1678P861_642_torchvision.jpg,15.69871574,0.76974446,48.36405,0.77382426,1,1.0,0.292860876,0.032745186,inf,3.982870597,9.32923584,0.63562174,112762,56.96344808
